"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",36250141,NA,45744809,0.05,8576,"fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray",0.01,1
"2",1154619,NA,45744809,0.09,8576,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir]",0.06,1
"3",1154619,NA,45744809,0.09,8576,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir]",0.09,1
"4",36250155,NA,45744809,0.08,8576,"beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Nasal Spray [Qnasl]",0.3,1
"5",1140672,NA,45744809,20,8576,"sumatriptan 20 MG/ACTUAT Nasal Spray",0.6,1
"6",1154619,NA,45744809,0.09,8576,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir]",0.94,3
"7",36250132,NA,45744809,0.665,8576,"olopatadine hydrochloride 0.665 MG/ACTUAT Metered Dose Nasal Spray [PATANASE]",0.98,1
"8",789793,NA,45744809,0.09,8576,"Sensor 200 ACTUAT albuterol 0.09 MG/ACTUAT Dry Powder Inhaler [ProAir]",1,233
"9",792593,NA,45744809,0.093,8576,"fluticasone propionate 0.093 MG/ACTUAT Metered Dose Nasal Spray [Xhance]",1,22
"10",963843,NA,45744809,0.08,8576,"Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Inhaler [Qvar]",1,287
"11",963845,NA,45744809,0.04,8576,"Breath-Actuated 120 ACTUAT beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Inhaler [Qvar]",1,104
"12",1140648,NA,45744809,5,8576,"sumatriptan 5 MG/ACTUAT Nasal Spray",1,76
"13",1140672,NA,45744809,20,8576,"sumatriptan 20 MG/ACTUAT Nasal Spray",1,178
"14",1140680,NA,45744809,20,8576,"sumatriptan 20 MG/ACTUAT Nasal Spray [Imitrex]",1,8
"15",1154619,NA,45744809,0.09,8576,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [ProAir]",1,2669
"16",1154621,NA,45744809,0.09,8576,"NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Proventil]",1,1595
"17",1511246,NA,45744809,0.09,8576,"NDA021457 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler",1,1434
"18",1511247,NA,45744809,0.09,8576,"NDA020983 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler",1,1604
"19",1511248,NA,45744809,0.09,8576,"NDA020503 200 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler",1,1038
"20",1594240,NA,45744809,0.0275,8576,"fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Flonase Sensimist]",1,2
"21",19102214,NA,45744809,5,8576,"zolmitriptan 5 MG/ACTUAT Nasal Spray [Zomig]",1,9
"22",19121806,NA,45744809,5,8576,"sumatriptan 5 MG/ACTUAT Nasal Spray [Imitrex]",1,2
"23",19126352,NA,45744809,0.4,8576,"nitroglycerin 0.4 MG/ACTUAT Mucosal Spray",1,675
"24",19126354,NA,45744809,0.4,8576,"nitroglycerin 0.4 MG/ACTUAT Mucosal Spray [NitroMist]",1,39
"25",19131111,NA,45744809,0.09,8576,"NDA020983 60 ACTUAT albuterol 0.09 MG/ACTUAT Metered Dose Inhaler [Ventolin]",1,8827
"26",19135602,NA,45744809,0.01,8576,"desmopressin acetate 0.01 MG/ACTUAT Nasal Spray",1,31
"27",19135604,NA,45744809,0.01,8576,"desmopressin acetate 0.01 MG/ACTUAT Nasal Spray [DDAVP]",1,3
"28",35605152,NA,45744809,0.3,8576,"fentanyl 0.3 MG/ACTUAT Metered Dose Nasal Spray [Lazanda]",1,1
"29",36250066,NA,45744809,0.021,8576,"ipratropium bromide 0.021 MG/ACTUAT Metered Dose Nasal Spray",1,285
"30",36250068,NA,45744809,0.021,8576,"ipratropium bromide 0.021 MG/ACTUAT Metered Dose Nasal Spray [Atrovent]",1,24
"31",36250075,NA,45744809,0.05,8576,"ciclesonide 0.05 MG/ACTUAT Metered Dose Nasal Spray [Omnaris]",1,3
"32",36250076,NA,45744809,0.042,8576,"ipratropium bromide 0.042 MG/ACTUAT Metered Dose Nasal Spray",1,228
"33",36250077,NA,45744809,0.042,8576,"ipratropium bromide 0.042 MG/ACTUAT Metered Dose Nasal Spray [Atrovent]",1,2
"34",36250079,NA,45744809,0.137,8576,"azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray",1,31
"35",36250079,NA,45744809,0.05,8576,"azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray",1,31
"36",36250081,NA,45744809,0.137,8576,"azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista]",1,99
"37",36250081,NA,45744809,0.05,8576,"azelastine hydrochloride 0.137 MG/ACTUAT / fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Dymista]",1,99
"38",36250083,NA,45744809,5.2,8576,"cromolyn sodium 5.2 MG/ACTUAT Metered Dose Nasal Spray",1,1
"39",36250085,NA,45744809,5.2,8576,"cromolyn sodium 5.2 MG/ACTUAT Metered Dose Nasal Spray [Nasalcrom]",1,1
"40",36250089,NA,45744809,15.8,8576,"ketorolac tromethamine 15.8 MG/ACTUAT Metered Dose Nasal Spray [Sprix]",1,4
"41",36250093,NA,45744809,0.15,8576,"desmopressin acetate 0.15 MG/ACTUAT Metered Dose Nasal Spray [Stimate]",1,8
"42",36250095,NA,45744809,0.025,8576,"flunisolide 0.025 MG/ACTUAT Metered Dose Nasal Spray",1,8
"43",36250097,NA,45744809,0.05,8576,"mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray",1,1179
"44",36250099,NA,45744809,0.137,8576,"azelastine hydrochloride 0.137 MG/ACTUAT Metered Dose Nasal Spray",1,729
"45",36250102,NA,45744809,0.05,8576,"mometasone furoate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Nasonex]",1,13
"46",36250106,NA,45744809,0.029,8576,"flunisolide 0.029 MG/ACTUAT Metered Dose Nasal Spray [Nasalide]",1,20
"47",36250108,NA,45744809,0.137,8576,"azelastine hydrochloride 0.137 MG/ACTUAT Metered Dose Nasal Spray [Astelin]",1,22
"48",36250114,NA,45744809,0.029,8576,"flunisolide 0.029 MG/ACTUAT Metered Dose Nasal Spray [Nasarel]",1,9
"49",36250115,NA,45744809,0.206,8576,"azelastine hydrochloride 0.206 MG/ACTUAT Metered Dose Nasal Spray",1,82
"50",36250116,NA,45744809,0.206,8576,"azelastine hydrochloride 0.206 MG/ACTUAT Metered Dose Nasal Spray [Astepro]",1,3
"51",36250120,NA,45744809,0.5,8576,"nicotine 0.5 MG/ACTUAT Metered Dose Nasal Spray [Nicotrol]",1,5
"52",36250124,NA,45744809,0.0275,8576,"fluticasone furoate 0.0275 MG/ACTUAT Metered Dose Nasal Spray [Veramyst]",1,5
"53",36250129,NA,45744809,0.665,8576,"olopatadine hydrochloride 0.665 MG/ACTUAT Metered Dose Nasal Spray",1,35
"54",36250136,NA,45744809,0.04,8576,"beclomethasone dipropionate 0.04 MG/ACTUAT Metered Dose Nasal Spray [Qnasl]",1,1
"55",36250141,NA,45744809,0.05,8576,"fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray",1,6261
"56",36250147,NA,45744809,0.055,8576,"triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray",1,3
"57",36250149,NA,45744809,0.055,8576,"triamcinolone acetonide 0.055 MG/ACTUAT Metered Dose Nasal Spray [Nasacort]",1,4
"58",36250151,NA,45744809,0.042,8576,"beclomethasone dipropionate 0.042 MG/ACTUAT Metered Dose Nasal Spray [Beconase]",1,2
"59",36250155,NA,45744809,0.08,8576,"beclomethasone dipropionate 0.08 MG/ACTUAT Metered Dose Nasal Spray [Qnasl]",1,37
"60",36250165,NA,45744809,0.032,8576,"budesonide 0.032 MG/ACTUAT Metered Dose Nasal Spray [Rhinocort]",1,2
"61",36250167,NA,45744809,0.05,8576,"fluticasone propionate 0.05 MG/ACTUAT Metered Dose Nasal Spray [Flonase]",1,81
"62",37002844,NA,45744809,0.014,8576,"Sensor 60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo]",1,180
"63",37002844,NA,45744809,0.113,8576,"Sensor 60 ACTUAT fluticasone propionate 0.113 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo]",1,180
"64",37002847,NA,45744809,0.014,8576,"Sensor 60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo]",1,16
"65",37002847,NA,45744809,0.055,8576,"Sensor 60 ACTUAT fluticasone propionate 0.055 MG/ACTUAT / salmeterol 0.014 MG/ACTUAT Dry Powder Inhaler [AirDuo]",1,16
