"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",968205,NA,8587,0.154,9551,"sodium chloride 0.154 MEQ/ML Irrigation Solution",0.23,7
"2",968205,NA,8587,0.154,9551,"sodium chloride 0.154 MEQ/ML Irrigation Solution",0.5,1
"3",19135374,NA,8587,0.028,9551,"calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution",0.5,2
"4",19135374,NA,8587,0.0014,9551,"calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution",0.5,2
"5",19135374,NA,8587,0.004,9551,"calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution",0.5,2
"6",19135374,NA,8587,0.103,9551,"calcium chloride 0.0014 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.103 MEQ/ML / sodium lactate 0.028 MEQ/ML Injectable Solution",0.5,2
"7",968205,NA,8587,0.154,9551,"sodium chloride 0.154 MEQ/ML Irrigation Solution",1,73407
"8",968362,NA,8587,0.0188,9551,"glucose 50 MG/ML / sodium chloride 0.0188 MEQ/ML Injectable Solution",1,5
"9",968982,NA,8587,0.002,9551,"calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution",1,392
"10",968982,NA,8587,0.004,9551,"calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution",1,392
"11",968982,NA,8587,0.147,9551,"calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Injectable Solution",1,392
"12",968983,NA,8587,0.002,9551,"calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Irrigation Solution",1,67
"13",968983,NA,8587,0.004,9551,"calcium chloride 0.002 MEQ/ML / potassium chloride 0.004 MEQ/ML / sodium chloride 0.147 MEQ/ML Irrigation Solution",1,67
