"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",40166824,24,8505,100,8576,"24 HR metoprolol succinate 100 MG Extended Release Oral Tablet",0.09,1
"2",46233923,12,8505,0.8,8576,"12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension [Tuzistra]",0.18,1
"3",46233923,12,8505,4,8576,"12 HR chlorpheniramine polistirex 0.8 MG/ML / codeine polistirex 4 MG/ML Extended Release Suspension [Tuzistra]",0.18,1
"4",743719,24,8505,37.5,8576,"24 HR venlafaxine 37.5 MG Extended Release Oral Capsule",0.3,1
"5",43012433,504,8505,2.52,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.3,1
"6",43012433,504,8505,0.315,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.3,1
"7",43012433,504,8505,2.52,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.33,9
"8",43012433,504,8505,0.315,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.33,9
"9",793238,12,8505,5,8576,"12 HR timolol 5 MG/ML Ophthalmic Solution",0.5,1
"10",1383869,24,8505,60,8576,"24 HR isosorbide mononitrate 60 MG Extended Release Oral Tablet",0.5,1
"11",19082350,24,8505,30,8576,"24 HR isosorbide mononitrate 30 MG Extended Release Oral Tablet",0.5,6
"12",40166828,24,8505,25,8576,"24 HR metoprolol succinate 25 MG Extended Release Oral Tablet",0.5,43
"13",40221874,24,8505,300,8576,"24 HR bupropion hydrochloride 300 MG Extended Release Oral Tablet",0.66,2
"14",966010,72,8505,1.0008,8576,"72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop]",0.67,1
"15",40166830,24,8505,50,8576,"24 HR metoprolol succinate 50 MG Extended Release Oral Tablet",0.9,1
"16",966010,72,8505,1.0008,8576,"72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop]",0.99,1
"17",43012432,504,8505,2.52,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System",0.99,1
"18",43012432,504,8505,0.315,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System",0.99,1
"19",43012433,504,8505,2.52,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.99,1
"20",43012433,504,8505,0.315,8576,"21 DAY ethinyl estradiol 0.000625 MG/HR / etonogestrel 0.005 MG/HR Vaginal System [NuvaRing]",0.99,1
"21",703246,24,8505,3,8576,"24 HR paliperidone 3 MG Extended Release Oral Tablet",1,100
"22",703248,24,8505,6,8576,"24 HR paliperidone 6 MG Extended Release Oral Tablet",1,76
"23",703250,24,8505,9,8576,"24 HR paliperidone 9 MG Extended Release Oral Tablet",1,36
"24",703251,24,8505,3,8576,"24 HR paliperidone 3 MG Extended Release Oral Tablet [Invega]",1,16
"25",703252,24,8505,6,8576,"24 HR paliperidone 6 MG Extended Release Oral Tablet [Invega]",1,5
"26",706240,9,8505,15.03,8576,"9 HR methylphenidate 1.67 MG/HR Transdermal System [Daytrana]",1,1
"27",706263,9,8505,19.98,8576,"9 HR methylphenidate 2.22 MG/HR Transdermal System [Daytrana]",1,6
"28",706264,9,8505,29.97,8576,"9 HR methylphenidate 3.33 MG/HR Transdermal System [Daytrana]",1,7
"29",711644,24,8505,750,8576,"24 HR levetiracetam 750 MG Extended Release Oral Tablet",1,5
"30",713926,24,8505,6,8576,"24 HR ropinirole 6 MG Extended Release Oral Tablet",1,2
"31",718754,24,8505,13.992,8576,"24 HR nicotine 0.583 MG/HR Transdermal System [Nicoderm C-Q]",1,69
"32",718755,24,8505,21,8576,"24 HR nicotine 0.875 MG/HR Transdermal System [Nicoderm C-Q]",1,160
"33",718756,24,8505,7.008,8576,"24 HR nicotine 0.292 MG/HR Transdermal System [Nicoderm C-Q]",1,11
"34",740267,168,8505,1.05,8576,"168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Zafemy]",1,3
"35",740267,168,8505,0.24528,8576,"168 HR ethinyl estradiol 0.00146 MG/HR / norelgestromin 0.00625 MG/HR Transdermal System [Zafemy]",1,3
"36",740281,12,8505,100,8576,"12 HR carbamazepine 100 MG Extended Release Oral Tablet",1,58
"37",740346,12,8505,300,8576,"12 HR carbamazepine 300 MG Extended Release Oral Capsule [Carbatrol]",1,1
"38",740394,12,8505,100,8576,"12 HR carbamazepine 100 MG Extended Release Oral Capsule",1,12
"39",743717,24,8505,150,8576,"24 HR venlafaxine 150 MG Extended Release Oral Capsule",1,1963
"40",743719,24,8505,37.5,8576,"24 HR venlafaxine 37.5 MG Extended Release Oral Capsule",1,1039
"41",743721,24,8505,75,8576,"24 HR venlafaxine 75 MG Extended Release Oral Capsule",1,2144
"42",743793,24,8505,75,8576,"24 HR venlafaxine 75 MG Extended Release Oral Capsule [Effexor]",1,78
"43",743794,24,8505,150,8576,"24 HR venlafaxine 150 MG Extended Release Oral Capsule [Effexor]",1,255
"44",743795,24,8505,37.5,8576,"24 HR venlafaxine 37.5 MG Extended Release Oral Capsule [Effexor]",1,65
"45",766925,24,8505,200,8576,"24 HR quetiapine 200 MG Extended Release Oral Tablet",1,101
"46",766926,24,8505,200,8576,"24 HR quetiapine 200 MG Extended Release Oral Tablet [Seroquel]",1,3
"47",766927,24,8505,300,8576,"24 HR quetiapine 300 MG Extended Release Oral Tablet",1,86
"48",766928,24,8505,300,8576,"24 HR quetiapine 300 MG Extended Release Oral Tablet [Seroquel]",1,12
"49",766929,24,8505,400,8576,"24 HR quetiapine 400 MG Extended Release Oral Tablet",1,19
"50",766930,24,8505,400,8576,"24 HR quetiapine 400 MG Extended Release Oral Tablet [Seroquel]",1,3
"51",778771,24,8505,15,8576,"24 HR cyclobenzaprine hydrochloride 15 MG Extended Release Oral Capsule [Amrix]",1,1
"52",781126,24,8505,0.5,8576,"24 HR alprazolam 0.5 MG Extended Release Oral Tablet",1,55
"53",781127,24,8505,2,8576,"24 HR alprazolam 2 MG Extended Release Oral Tablet",1,11
"54",786429,24,8505,1.9992,8576,"24 HR rotigotine 0.0833 MG/HR Transdermal System [Neupro]",1,8
"55",786444,24,8505,4.008,8576,"24 HR rotigotine 0.167 MG/HR Transdermal System [Neupro]",1,1
"56",792341,24,8505,137,8576,"24 HR amantadine 137 MG Extended Release Oral Capsule [Gocovri]",1,10
"57",792347,24,8505,68.5,8576,"24 HR amantadine 68.5 MG Extended Release Oral Capsule [Gocovri]",1,1
"58",792881,24,8505,180,8576,"24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Tiadylt]",1,15
"59",792884,24,8505,240,8576,"24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Tiadylt]",1,8
"60",792890,24,8505,360,8576,"24 HR diltiazem hydrochloride 360 MG Extended Release Oral Capsule [Tiadylt]",1,1
"61",792893,24,8505,420,8576,"24 HR diltiazem hydrochloride 420 MG Extended Release Oral Capsule [Tiadylt]",1,1
"62",793236,24,8505,5,8576,"24 HR timolol 5 MG/ML Ophthalmic Solution",1,13
"63",793238,12,8505,5,8576,"12 HR timolol 5 MG/ML Ophthalmic Solution",1,2711
"64",793239,12,8505,5,8576,"12 HR timolol 5 MG/ML Ophthalmic Solution [Timoptic]",1,16
"65",793240,12,8505,5,8576,"12 HR timolol 5 MG/ML Ophthalmic Solution [Betimol]",1,15
"66",916232,24,8505,15,8576,"24 HR darifenacin 15 MG Extended Release Oral Tablet",1,21
"67",916234,24,8505,7.5,8576,"24 HR darifenacin 7.5 MG Extended Release Oral Tablet",1,4
"68",929519,12,8505,500,8576,"12 HR acetazolamide 500 MG Extended Release Oral Capsule",1,1116
"69",964331,12,8505,20,8576,"12 HR doxylamine succinate 20 MG / pyridoxine hydrochloride 20 MG Extended Release Oral Tablet [Bonjesta]",1,1
"70",964331,12,8505,20,8576,"12 HR doxylamine succinate 20 MG / pyridoxine hydrochloride 20 MG Extended Release Oral Tablet [Bonjesta]",1,1
"71",965777,72,8505,1.0008,8576,"72 HR scopolamine 0.0139 MG/HR Transdermal System",1,20305
"72",966010,72,8505,1.0008,8576,"72 HR scopolamine 0.0139 MG/HR Transdermal System [Transderm Scop]",1,26651
"73",968665,24,8505,375,8576,"24 HR mesalamine 375 MG Extended Release Oral Capsule [Apriso]",1,19
"74",1103351,24,8505,200,8576,"24 HR tramadol hydrochloride 200 MG Extended Release Oral Tablet",1,58
"75",1103353,24,8505,300,8576,"24 HR tramadol hydrochloride 300 MG Extended Release Oral Tablet",1,8
"76",1103422,24,8505,100,8576,"24 HR tramadol hydrochloride 100 MG Extended Release Oral Tablet [Ultram]",1,3
"77",1154030,72,8505,5.4,8576,"72 HR fentanyl 0.075 MG/HR Transdermal System",1,158
"78",1154062,72,8505,1.8,8576,"72 HR fentanyl 0.025 MG/HR Transdermal System",1,832
"79",1154063,72,8505,3.6,8576,"72 HR fentanyl 0.05 MG/HR Transdermal System",1,473
"80",1154064,72,8505,7.2,8576,"72 HR fentanyl 0.1 MG/HR Transdermal System",1,158
"81",1154071,72,8505,1.8,8576,"72 HR fentanyl 0.025 MG/HR Transdermal System [Duragesic]",1,1
"82",1154102,72,8505,3.6,8576,"72 HR fentanyl 0.05 MG/HR Transdermal System [Duragesic]",1,7
"83",1154103,72,8505,5.4,8576,"72 HR fentanyl 0.075 MG/HR Transdermal System [Duragesic]",1,1
"84",1165632,12,8505,600,8576,"12 HR guaifenesin 600 MG Extended Release Oral Tablet",1,714
"85",1186053,24,8505,200,8576,"24 HR ketoprofen 200 MG Extended Release Oral Capsule",1,2
"86",1318983,24,8505,30,8576,"24 HR nifedipine 30 MG Extended Release Oral Tablet [Adalat]",1,7
"87",1318984,24,8505,60,8576,"24 HR nifedipine 60 MG Extended Release Oral Tablet [Adalat]",1,5
"88",1318985,24,8505,90,8576,"24 HR nifedipine 90 MG Extended Release Oral Tablet [Adalat]",1,2
"89",1328558,24,8505,120,8576,"24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Tiazac]",1,6
"90",1328559,24,8505,120,8576,"24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Taztia]",1,6
"91",1328561,24,8505,120,8576,"24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Dilt]",1,242
"92",1328583,24,8505,120,8576,"24 HR diltiazem hydrochloride 120 MG Extended Release Oral Capsule [Cartia]",1,142
"93",1328587,24,8505,180,8576,"24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Taztia]",1,143
"94",1328589,24,8505,180,8576,"24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Dilt]",1,196
"95",1328591,24,8505,180,8576,"24 HR diltiazem hydrochloride 180 MG Extended Release Oral Capsule [Cartia]",1,101
"96",1328614,24,8505,240,8576,"24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Dilt]",1,112
"97",1328615,24,8505,240,8576,"24 HR diltiazem hydrochloride 240 MG Extended Release Oral Capsule [Tiazac]",1,12
"98",1328654,24,8505,300,8576,"24 HR diltiazem hydrochloride 300 MG Extended Release Oral Capsule [Cartia]",1,20
"99",1328660,24,8505,420,8576,"24 HR diltiazem hydrochloride 420 MG Extended Release Oral Capsule",1,8
"100",1337111,12,8505,500,8576,"12 HR ranolazine 500 MG Extended Release Oral Tablet",1,1178
"101",1337145,12,8505,1000,8576,"12 HR ranolazine 1000 MG Extended Release Oral Tablet",1,54
"102",1361708,24,8505,15,8576,"24 HR upadacitinib 15 MG Extended Release Oral Tablet [Rinvoq]",1,1
"103",1362358,24,8505,14.4,8576,"24 HR nitroglycerin 0.6 MG/HR Transdermal System",1,9
"104",1362360,24,8505,4.8,8576,"24 HR nitroglycerin 0.2 MG/HR Transdermal System",1,217
"105",1362392,24,8505,9.6,8576,"24 HR nitroglycerin 0.4 MG/HR Transdermal System",1,320
"106",1366749,84,8505,0.08736,8576,"84 HR estradiol 0.00104 MG/HR Transdermal System [Dotti]",1,18
"107",1366751,84,8505,0.17472,8576,"84 HR estradiol 0.00208 MG/HR Transdermal System [Dotti]",1,7
"108",1366752,84,8505,0.26292,8576,"84 HR estradiol 0.00313 MG/HR Transdermal System [Dotti]",1,8
"109",1366753,84,8505,0.35028,8576,"84 HR estradiol 0.00417 MG/HR Transdermal System [Dotti]",1,13
"110",1383850,24,8505,120,8576,"24 HR isosorbide mononitrate 120 MG Extended Release Oral Tablet",1,179
"111",1383869,24,8505,60,8576,"24 HR isosorbide mononitrate 60 MG Extended Release Oral Tablet",1,3448
"112",1510808,24,8505,100,8576,"24 HR metoprolol succinate 100 MG Extended Release Oral Capsule [Kapspargo]",1,2
"113",1510810,24,8505,25,8576,"24 HR metoprolol succinate 25 MG Extended Release Oral Capsule [Kapspargo]",1,4
"114",1510811,24,8505,50,8576,"24 HR metoprolol succinate 50 MG Extended Release Oral Capsule [Kapspargo]",1,4
"115",1548363,168,8505,0.52416,8576,"168 HR estradiol 0.00312 MG/HR Transdermal System",1,61
"116",1548364,84,8505,0.13104,8576,"84 HR estradiol 0.00156 MG/HR Transdermal System",1,43
"117",1548365,168,8505,0.17472,8576,"168 HR estradiol 0.00104 MG/HR Transdermal System",1,26
"118",1548368,84,8505,0.17472,8576,"84 HR estradiol 0.00208 MG/HR Transdermal System",1,103
"119",1548369,84,8505,0.35028,8576,"84 HR estradiol 0.00417 MG/HR Transdermal System",1,151
"120",1548416,84,8505,0.08736,8576,"84 HR estradiol 0.00104 MG/HR Transdermal System",1,56
"121",1548507,84,8505,0.08736,8576,"84 HR estradiol 0.00104 MG/HR Transdermal System [Vivelle]",1,8
"122",1548807,84,8505,0.08736,8576,"84 HR estradiol 0.00104 MG/HR Transdermal System [Alora]",1,1
"123",1549022,2160,8505,4.4928,8576,"90 DAY estradiol 0.00208 MG/HR Vaginal System [Femring]",1,4086
"124",1549024,2160,8505,9.0072,8576,"90 DAY estradiol 0.00417 MG/HR Vaginal System [Femring]",1,3083
