"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",702595,1000,8587,10,9551,"1000 ML dextrose monohydrate 50 MG/ML / potassium chloride 0.01 MEQ/ML Injection",1,1
"2",967904,1000,8587,40,9551,"1000 ML potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection",1,541
"3",968274,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection",1,52
"4",968304,1000,8587,20,9551,"1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection",1,2962
"5",1592267,20,8587,40,9551,"20 ML potassium acetate 2 MEQ/ML Injection",1,111
"6",1593063,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,6722
"7",1593065,500,8587,10,9551,"500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,29
"8",1593071,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection",1,48
"9",1593073,500,8587,10,9551,"500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection",1,1
"10",1718646,20,8587,40,9551,"20 ML sodium acetate 2 MEQ/ML Injection",1,101
"11",1718693,5,8587,10,9551,"5 ML potassium chloride 2 MEQ/ML Injection",1,37
"12",1718696,10,8587,20,9551,"10 ML potassium chloride 2 MEQ/ML Injection",1,1133
"13",1718698,20,8587,40,9551,"20 ML potassium chloride 2 MEQ/ML Injection",1,1947
"14",1718735,100,8587,20,9551,"100 ML potassium chloride 0.2 MEQ/ML Injection",1,582
"15",1718737,50,8587,10,9551,"50 ML potassium chloride 0.2 MEQ/ML Injection",1,86
"16",1718750,100,8587,40,9551,"100 ML potassium chloride 0.4 MEQ/ML Injection",1,119
"17",1718752,50,8587,20,9551,"50 ML potassium chloride 0.4 MEQ/ML Injection",1,105
"18",19076326,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML Injection",1,31
"19",19076329,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML Injection",1,2
"20",19079322,100,8587,10,9551,"100 ML potassium chloride 0.1 MEQ/ML Injection",1,1043
"21",19102509,1000,8587,20,9551,"1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,640
"22",19123352,1000,8587,30,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.03 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,20
"23",19123353,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,123
"24",19123359,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection",1,2000
"25",19124109,1000,8587,10,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.01 MEQ/ML / sodium chloride 4.5 MG/ML Injection",1,236
"26",19124986,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 2.25 MG/ML Injection",1,17
"27",904858,10,8587,50,9551,"10 ML sodium lactate 5 MEQ/ML Injection",2,2
"28",967904,1000,8587,40,9551,"1000 ML potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection",2,121
"29",968274,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML / sodium chloride 9 MG/ML Injection",2,12
"30",968304,1000,8587,20,9551,"1000 ML potassium chloride 0.02 MEQ/ML / sodium chloride 9 MG/ML Injection",2,875
"31",1592267,20,8587,40,9551,"20 ML potassium acetate 2 MEQ/ML Injection",2,42
"32",1593063,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection",2,1575
"33",1593065,500,8587,10,9551,"500 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 4.5 MG/ML Injection",2,8
"34",1593071,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 2.25 MG/ML Injection",2,8
"35",1593202,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML / sodium chloride 3 MG/ML Injection",2,1
"36",1718646,20,8587,40,9551,"20 ML sodium acetate 2 MEQ/ML Injection",2,45
"37",1718693,5,8587,10,9551,"5 ML potassium chloride 2 MEQ/ML Injection",2,39
"38",1718696,10,8587,20,9551,"10 ML potassium chloride 2 MEQ/ML Injection",2,165
"39",1718698,20,8587,40,9551,"20 ML potassium chloride 2 MEQ/ML Injection",2,124
"40",1718735,100,8587,20,9551,"100 ML potassium chloride 0.2 MEQ/ML Injection",2,187
"41",1718737,50,8587,10,9551,"50 ML potassium chloride 0.2 MEQ/ML Injection",2,49
"42",1718750,100,8587,40,9551,"100 ML potassium chloride 0.4 MEQ/ML Injection",2,71
"43",1718752,50,8587,20,9551,"50 ML potassium chloride 0.4 MEQ/ML Injection",2,12
"44",19076326,1000,8587,20,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.02 MEQ/ML Injection",2,7
"45",19076329,1000,8587,40,9551,"1000 ML glucose 50 MG/ML / potassium chloride 0.04 MEQ/ML Injection",2,1
"46",19079322,100,8587,10,9551,"100 ML potassium chloride 0.1 MEQ/ML Injection",2,469
