"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",1,40
"2",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",1,5
"3",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",1,418
"4",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",2,15
"5",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",2,1
"6",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",2,71
"7",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",3,8
"8",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",3,4
"9",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",3,22
"10",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",4,5
"11",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",4,2
"12",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",4,59
"13",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",5,2
"14",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",5,1
"15",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",5,18
"16",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",6,3
"17",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",6,21
"18",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",7,1
"19",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",8,16
"20",1560165,5,8587,4.95,8587,"5 ML ethanol 0.99 ML/ML Injection",9,1
"21",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",9,1
"22",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",9,1
"23",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",10,2
"24",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",10,16
"25",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",12,6
"26",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",14,1
"27",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",15,4
"28",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",16,2
"29",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",20,1
"30",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",20,6
"31",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",25,2
"32",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",30,1
"33",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",30,1
"34",1594089,1,8587,0.98,8587,"1 ML ethanol 0.98 ML/ML Injection",32,1
"35",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",43,1
"36",1594091,5,8587,4.9,8587,"5 ML ethanol 0.98 ML/ML Injection",50,1
