"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",0,4
"2",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",0,4
"3",40749358,NA,8587,3e-04,8587,"Ammonia 54 MG/ML / Ammonium bicarbonate 25 MG/ML / Ethanol 30 MG/ML / lemon oil 0.0005 ML/ML / Nutmeg oil 0.0003 ML/ML Topical Solution",1,3
"4",40749358,NA,8587,5e-04,8587,"Ammonia 54 MG/ML / Ammonium bicarbonate 25 MG/ML / Ethanol 30 MG/ML / lemon oil 0.0005 ML/ML / Nutmeg oil 0.0003 ML/ML Topical Solution",1,3
"5",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",1,86
"6",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",1,86
"7",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",2,41
"8",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",2,41
"9",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",5,2
"10",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",5,2
"11",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",10,1
"12",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",10,1
"13",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",20,2
"14",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",20,2
"15",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",21,1
"16",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",21,1
"17",40744226,NA,8587,0.000728,8587,"Ammonium bicarbonate 4.57 MG/ML / Anise oil 0.000728 ML/ML / Chloroform 1.79 MG/ML / Ethanol 6 MG/ML / Glycyrrhiza glabra extract 42.1 MG/ML / potassium bromide 45.7 MG/ML Oral Solution",30,1
"18",40749361,NA,8587,2.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",30,6
"19",40749361,NA,8587,1.5e-05,8587,"Ammonia 2.7 MG/ML / Ammonium bicarbonate 1.25 MG/ML / Ammonium Chloride 100 MG/ML / Ethanol 1.5 MG/ML / Glycyrrhiza glabra extract 80 MG/ML / lemon oil 0.000025 ML/ML / Nutmeg oil 0.000015 ML/ML Oral Solution",30,6
