"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",718667,24,8505,10.992,8576,"24 HR nicotine 0.458 MG/HR Transdermal System",0,2
"2",718668,24,8505,22.008,8576,"24 HR nicotine 0.917 MG/HR Transdermal System",0,1
"3",786428,24,8505,1.9992,8576,"24 HR rotigotine 0.0833 MG/HR Transdermal System",0,91
"4",786443,24,8505,4.008,8576,"24 HR rotigotine 0.167 MG/HR Transdermal System",0,43
"5",965777,72,8505,1.0008,8576,"72 HR scopolamine 0.0139 MG/HR Transdermal System",0,119
"6",1362358,24,8505,14.4,8576,"24 HR nitroglycerin 0.6 MG/HR Transdermal System",0,75
"7",1362360,24,8505,4.8,8576,"24 HR nitroglycerin 0.2 MG/HR Transdermal System",0,474
"8",1362392,24,8505,9.6,8576,"24 HR nitroglycerin 0.4 MG/HR Transdermal System",0,167
"9",1636781,24,8505,2.496,8576,"24 HR testosterone 0.104 MG/HR Transdermal System",0,39
"10",1636818,24,8505,4.992,8576,"24 HR testosterone 0.208 MG/HR Transdermal System",0,1
"11",19019306,24,8505,13.992,8576,"24 HR nicotine 0.583 MG/HR Transdermal System",0,7
"12",19019307,24,8505,21,8576,"24 HR nicotine 0.875 MG/HR Transdermal System",0,18
"13",19019308,24,8505,7.008,8576,"24 HR nicotine 0.292 MG/HR Transdermal System",0,7
"14",19127019,24,8505,4.608,8576,"24 HR rivastigmine 0.192 MG/HR Transdermal System",0,90
"15",19127021,24,8505,9.504,8576,"24 HR rivastigmine 0.396 MG/HR Transdermal System",0,192
"16",21029338,24,8505,7.99,8576,"24 HR Rotigotine 0.333 MG/HR Transdermal System [Neupro] by Mawdsley-Brooks",0,1
"17",21029340,24,8505,7.99,8576,"24 HR Rotigotine 0.333 MG/HR Transdermal System [Neupro] by UCB",0,2
"18",21029349,24,8505,14,8576,"24 HR Nicotine 0.583 MG/HR Transdermal System [Nicopatch] by Pierre Fabre",0,1
"19",21029350,24,8505,7.01,8576,"24 HR Nicotine 0.292 MG/HR Transdermal System [NiQuitin] by Omega",0,3
"20",21039162,24,8505,0.17,8576,"24 HR Estradiol 0.00208 MG/HR / Norethindrone 0.00708 MG/HR Transdermal System",0,18
"21",21039162,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR / Norethindrone 0.00708 MG/HR Transdermal System",0,18
"22",21039172,24,8505,0.0799,8576,"24 HR Estradiol 0.00333 MG/HR Transdermal System",0,35
"23",21039179,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR Transdermal System [Menorest] by Novartis",0,106
"24",21039184,24,8505,0.1,8576,"24 HR Estradiol 0.00417 MG/HR Transdermal System [Estradot] by Novartis",0,84
"25",21048892,16,8505,15,8576,"16 HR Nicotine 0.938 MG/HR Transdermal System [Nicorette] by Waymade",0,1
"26",21048894,16,8505,5.01,8576,"16 HR Nicotine 0.313 MG/HR Transdermal System [Nicorette] by Mcneil",0,3
"27",21048960,24,8505,0.0749,8576,"24 HR Estradiol 0.00312 MG/HR Transdermal System [Evorel] by Janssen",0,114
"28",21048961,24,8505,0.0374,8576,"24 HR Estradiol 0.00156 MG/HR Transdermal System [Menorest] by Novartis",0,1
"29",21048973,24,8505,0.025,8576,"24 HR Estradiol 0.00104 MG/HR Transdermal System [Estradot] by Novartis",0,17
"30",21048995,24,8505,21,8576,"24 HR Nicotine 0.875 MG/HR Transdermal System [NiQuitin]",0,36
"31",21068641,24,8505,0.035,8576,"24 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00846 MG/HR Transdermal System",0,2
"32",21068641,24,8505,0.203,8576,"24 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00846 MG/HR Transdermal System",0,2
"33",21068655,24,8505,0.0374,8576,"24 HR Estradiol 0.00156 MG/HR Transdermal System [Estradot] by Novartis",0,26
"34",21068658,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR Transdermal System [Estraderm] by Novartis",0,3109
"35",21068667,24,8505,0.025,8576,"24 HR Estradiol 0.00104 MG/HR Transdermal System",0,119
"36",21068668,24,8505,0.025,8576,"24 HR Estradiol 0.00104 MG/HR Transdermal System [Estraderm] by Novartis",0,604
"37",21068670,24,8505,3.89,8576,"24 HR oxybutynin 0.162 MG/HR Transdermal System",0,63
"38",21078393,24,8505,0.203,8576,"24 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00846 MG/HR Transdermal System [Evra] by Janssen",0,90
"39",21078393,24,8505,0.035,8576,"24 HR Ethinyl Estradiol 0.00146 MG/HR / norelgestromin 0.00846 MG/HR Transdermal System [Evra] by Janssen",0,90
"40",21078399,24,8505,0.0749,8576,"24 HR Estradiol 0.00312 MG/HR Transdermal System",0,52
"41",21078403,24,8505,0.0374,8576,"24 HR Estradiol 0.00156 MG/HR Transdermal System",0,13
"42",21078441,24,8505,4.8,8576,"24 HR Nitroglycerin 0.2 MG/HR Transdermal System [Nitro-Dur] by Merck",0,29
"43",21088200,24,8505,0.1,8576,"24 HR Estradiol 0.00417 MG/HR Transdermal System [Evorel] by Janssen",0,131
"44",21088201,24,8505,0.00751,8576,"24 HR Estradiol 0.000313 MG/HR Vaginal delivery system [Estring] by Pfizer",0,41
"45",21098027,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR Transdermal System [Progynova TS]",0,18
"46",21098029,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR Transdermal System [Estradot] by Novartis",0,93
"47",21098064,24,8505,14,8576,"24 HR Nicotine 0.583 MG/HR Transdermal System [NiQuitin]",0,9
"48",21107801,16,8505,15,8576,"16 HR Nicotine 0.938 MG/HR Transdermal System [Nicorette] by Mcneil",0,24
"49",21107877,24,8505,0.0749,8576,"24 HR Estradiol 0.00312 MG/HR Transdermal System [Estradot] by Novartis",0,36
"50",21107880,24,8505,0.0401,8576,"24 HR Estradiol 0.00167 MG/HR Transdermal System [Fematrix] by Abbott",0,49
"51",21107881,24,8505,0.0499,8576,"24 HR Estradiol 0.00208 MG/HR Transdermal System",0,289
"52",21107895,24,8505,0.00751,8576,"24 HR Estradiol 0.000313 MG/HR Vaginal delivery system",0,3
