"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",589320,NA,45744809,0.095,8576,"Albuterol 0.095 MG/ACTUAT Metered Dose Inhaler",0,79127
"2",904131,NA,45744809,0.055,8576,"triamcinolone 0.055 MG/ACTUAT Nasal Spray",0,1210
"3",939301,NA,45744809,0.1,8576,"budesonide 0.1 MG/ACTUAT Nasal Spray",0,689
"4",1115678,NA,45744809,0.05,8576,"beclomethasone 0.05 MG/ACTUAT Nasal Spray",0,19617
"5",1154496,NA,45744809,0.1,8576,"albuterol 0.1 MG/ACTUAT",0,5
"6",1510420,NA,45744809,0.05,8576,"fluticasone furoate 0.05 MG/ACTUAT Dry Powder Inhaler",0,306
"7",1518527,NA,45744809,0.02,8576,"dexamethasone 0.02 MG/ACTUAT / tramazoline 0.12 MG/ACTUAT Nasal Spray",0,103
"8",1518527,NA,45744809,0.12,8576,"dexamethasone 0.02 MG/ACTUAT / tramazoline 0.12 MG/ACTUAT Nasal Spray",0,103
"9",19007457,NA,45744809,0.1,8576,"buserelin 0.1 MG/ACTUAT Nasal Spray",0,25
"10",19010380,NA,45744809,0.15,8576,"buserelin 0.15 MG/ACTUAT Nasal Spray",0,3
"11",19063315,NA,45744809,0.064,8576,"budesonide 0.064 MG/ACTUAT Nasal Spray",0,215
"12",19063883,NA,45744809,20,8576,"prednisolone 20 MG/ACTUAT Rectal Foam",0,164
"13",19086688,NA,45744809,0.05,8576,"beclomethasone 0.05 MG/ACTUAT",0,2
"14",19101730,NA,45744809,0.15,8576,"estradiol 0.15 MG/ACTUAT Nasal Spray",0,9
"15",19135602,NA,45744809,0.01,8576,"desmopressin acetate 0.01 MG/ACTUAT Nasal Spray",0,546
"16",21021427,NA,45744809,0.05,8576,"Beclomethasone 0.05 MG/ACTUAT Nasal Spray by Actavis",0,32
"17",21030637,NA,45744809,0.0275,8576,"fluticasone 0.0275 MG/ACTUAT Nasal Spray",0,3773
"18",21031145,NA,45744809,0.1,8576,"Beclomethasone 0.1 MG/ACTUAT Dry Powder Inhaler",0,19838
"19",21034845,NA,45744809,0.4,8576,"Nitroglycerin 0.4 MG/ACTUAT Oral Spray",0,17280
"20",21044567,NA,45744809,1.5,8576,"Benzocaine 1.5 MG/ACTUAT Nasal Spray",0,2
"21",21054532,NA,45744809,0.4,8576,"Nitroglycerin 0.4 MG/ACTUAT Oral Spray [Nitrolingual]",0,4790
"22",21055673,NA,45744809,0.0025,8576,"tiotropium 0.0025 MG/ACTUAT Inhalant Solution [Spiriva Respimat] by Boehringer Ingelheim",0,2326
"23",21056011,NA,45744809,0.5,8576,"fusafungin 0.5 MG/ACTUAT Nasal Spray [Locabiotal] by Servier",0,7
"24",21056595,NA,45744809,0.5,8576,"Nicotine 0.5 MG/ACTUAT Nasal Spray",0,5
"25",21066414,NA,45744809,0.5,8576,"Nicotine 0.5 MG/ACTUAT Nasal Spray [Nicorette] by Mcneil",0,2
"26",21070116,NA,45744809,0.2,8576,"Nafarelin 0.2 MG/ACTUAT Nasal Spray [Synarel] by Pfizer",0,9
"27",21075238,NA,45744809,0.055,8576,"Triamcinolone 0.055 MG/ACTUAT Nasal Spray [Nasacort] by Sanofi",0,472
"28",21076631,NA,45744809,0.05,8576,"Mometasone 0.05 MG/ACTUAT Nasal Spray [Nasonex] by Mawdsley-Brooks",0,1
"29",21083994,NA,45744809,0.4,8576,"Nitroglycerin 0.4 MG/ACTUAT Oral Spray [Nitrolingual] by Waymade",0,26
"30",21084678,NA,45744809,0.1,8576,"Budesonide 0.1 MG/ACTUAT Nasal Spray by Mylan",0,1
"31",21094727,NA,45744809,0.055,8576,"Triamcinolone 0.055 MG/ACTUAT Nasal Spray [Nasacort] by Mawdsley-Brooks",0,1
"32",21103648,NA,45744809,0.4,8576,"Nitroglycerin 0.4 MG/ACTUAT Oral Spray [Coro-Nitro] by J M Loveridge",0,100
"33",21109247,NA,45744809,0.0275,8576,"fluticasone 0.0275 MG/ACTUAT Nasal Spray [Avamys] by Glaxosmithkline",0,4862
"34",21109427,NA,45744809,0.025,8576,"flunisolide 0.025 MG/ACTUAT Nasal Spray",0,301
