"","drug_concept_id","denominator_value","denominator_unit_concept_id","numerator_value","numerator_unit_concept_id","concept_name","quantity","n"
"1",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",0,80
"2",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",1,30118
"3",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",2,9972
"4",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",3,360
"5",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",4,1235
"6",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",5,153
"7",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",6,249
"8",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",7,9
"9",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",8,193
"10",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",10,154
"11",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",12,41
"12",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",14,10
"13",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",15,35
"14",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",16,34
"15",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",20,536
"16",36814720,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution by Alliance",20,1
"17",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",21,1
"18",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",22,3
"19",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",23,2
"20",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",25,1
"21",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",28,6
"22",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",30,7
"23",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",40,81
"24",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",50,12832
"25",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",56,1
"26",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",60,45
"27",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",80,17
"28",36811530,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution by Typharm",80,1
"29",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",100,1029
"30",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",105,1
"31",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",120,3
"32",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",150,61
"33",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",200,7211
"34",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",250,8
"35",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",300,9
"36",21149077,NA,9483,0.004,8576,"Flurandrenolide 0.004 MG/SQCM Topical Solution [Haelan] by Typharm",400,723
